sentence,aspect_term,sentiment,from,to
I got an excellent piece of cheesecake and we had several other nice pastries.,cheesecake,positive,76,82
I got an excellent piece of cheesecake and we had several other nice pastries.,pastries,positive,76,82
"I would recommend Roxy's for that, but not for their food.",food,negative,76,82
My son and his girlfriend both wanted cheeseburgers and they were huge!,cheeseburgers,neutral,76,82
"Consequently, their burgers fell apart in their hands and made such a mess that they did'nt feel like finishing them.",burgers,negative,76,82
I had a huge pastrami sandwich on a roll.,pastrami sandwich on a roll,neutral,76,82
"This place is really trendi but they have forgotten about the most important part of a  restaurant, the food.",food,negative,76,82
"This place is really trendi but they have forgotten about the most important part of a  restaurant, the food.",place,positive,76,82
"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.",food,negative,76,82
"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.",spice,negative,76,82
And the Tom Kha soup was pathetic.,Tom Kha soup,negative,76,82
If you want good authentic Thai this place is not the place to go.,Thai,negative,76,82
"We went here for lunch a couple of weeks ago on a Saturday, and I was thoroughly impressed with the food.",food,positive,76,82
"The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before.",pesto pizza,positive,76,82
"The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before.",spicy Italian cheese,positive,76,82
"THe back garden sitting area is very pleasant, where you can see their personal herb garden.",back garden sitting area,positive,76,82
We had the lobster sandwich and it was FANTASTIC.,lobster sandwich,positive,76,82
"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.",portion,positive,76,82
"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.",french fries,positive,76,82
We had the scallops as an appetizer and they were delicious and the sauce was wonderful.,scallops,positive,76,82
We had the scallops as an appetizer and they were delicious and the sauce was wonderful.,sauce,positive,76,82
We waited at the bar and had martinis that were just right.,martinis,positive,76,82
love the food.,food,positive,76,82
it's the only place you can get yummy authentic japanese comfort food.,japanese comfort food,positive,76,82
I've lived in NY for 5 years and this place has it all.,place,positive,76,82
"Great food, good size menu, great service and an unpretensious setting.",food,positive,76,82
"Great food, good size menu, great service and an unpretensious setting.",menu,positive,76,82
"Great food, good size menu, great service and an unpretensious setting.",service,positive,76,82
"Great food, good size menu, great service and an unpretensious setting.",setting,positive,76,82
"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",dishes,positive,76,82
"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",lamb sausages,positive,76,82
"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",sardines with biscuits,positive,76,82
"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",large whole shrimp,positive,76,82
"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",pistachio ice cream,positive,76,82
I'm glad I was introduced to this place and this is a rare gem in NY.,place,positive,76,82
"The freshest, best variety, and the fastest delivery.",delivery,positive,76,82
The service was excellent and the food was delicious.,service,positive,76,82
The service was excellent and the food was delicious.,food,positive,76,82
"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",sushi,positive,76,82
"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",ceviche mix (special),positive,76,82
"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",crab dumplings,positive,76,82
"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",assorted sashimi,positive,76,82
"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",sushi,positive,76,82
"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",rolls,positive,76,82
"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",two types of sake,positive,76,82
"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",banana tempura,positive,76,82
Definitely a great spot for a nice occasion or date.,spot,positive,76,82
"Average to good Thai food, but terrible delivery.",Thai food,positive,76,82
"Average to good Thai food, but terrible delivery.",delivery,negative,76,82
A Thai restaurant out of rice during dinner?,Thai restaurant,negative,76,82
"The food arrived 20 minutes after I called, cold and soggy.",food,negative,76,82
This is a wonderful place on all stand points especially value ofr money.,place,positive,76,82
This is a wonderful place on all stand points especially value ofr money.,place,positive,76,82
An excellent service,service,positive,76,82
We were greeted promptly by the waiter who was very nice and cordial.,waiter,positive,76,82
She was very helpful in suggesting us drinks and helped us in ordering a lot of good dishes since we knew nothing about Indian food.,dishes,positive,76,82
The food looked very appetizing and delicious since it came on a variety of fancy plates.,food,positive,76,82
We ended our great experience by having Gulab Jamun (dessert) recommended by the waiter.,Gulab Jamun (dessert),positive,76,82
I thanked my friend who recommended me this restaurant and will certainly recommend it to others.,restaurant,positive,76,82
"Service here was great, food was fantastic.",Service,positive,76,82
"Service here was great, food was fantastic.",food,positive,76,82
"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",Guacamole+shrimp appetizer,positive,76,82
"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",filet,positive,76,82
"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",frites,negative,76,82
You cannot go wrong with this place.,place,positive,76,82
"The food is outstanding and the service is quick, friendly and very professional.",food,positive,76,82
"The food is outstanding and the service is quick, friendly and very professional.",service,positive,76,82
"Always a nice crowd, but never loud.",crowd,positive,76,82
I am reluctant to write because I would not want my jem of a pizza place to become overcrowded.,pizza place,positive,76,82
"By far, the best pizza in Manhattan.",pizza,positive,76,82
"The crust is thin, the ingredients are fresh and the staff is friendly.",crust,positive,76,82
"The crust is thin, the ingredients are fresh and the staff is friendly.",staff,positive,76,82
"The crust is thin, the ingredients are fresh and the staff is friendly.",ingredients,positive,76,82
The menu has so many fish items and oysters.,menu,positive,76,82
"The fish was really,really fresh.",fish,positive,76,82
We all agreed that mare is one of the best seafood restaurants in New York.,mare,positive,76,82
I stumbled upon this great pizzeria as I explored my new neighborhood.,pizzeria,positive,76,82
All of the pizzas are terrific and the price is even better!,pizzas,positive,76,82
I highly recommend the Sophia pizza.,Sophia pizza,positive,76,82
The food was mediocre at best but it was the horrible service that made me vow never to go back.,food,negative,76,82
The food was mediocre at best but it was the horrible service that made me vow never to go back.,service,negative,76,82
"Immediately after we paid, the waiter took the money and said, okay, you guys are outta here.",waiter,negative,76,82
"For the people who want great food plus great service, Roxy is a place to AVOID!",food,negative,76,82
"For the people who want great food plus great service, Roxy is a place to AVOID!",service,negative,76,82
"The first time the sushi was outstanding, the second time it was a little bland.",sushi,positive,76,82
"The first time the sushi was outstanding, the second time it was a little bland.",sushi,negative,76,82
"The blond wood decor is very soothing, the premium sake is excellent and the service is great.",blond wood decor,positive,76,82
"The blond wood decor is very soothing, the premium sake is excellent and the service is great.",premium sake,positive,76,82
"The blond wood decor is very soothing, the premium sake is excellent and the service is great.",service,positive,76,82
Mizu is the Japenese find in Grammercy.,Mizu,positive,76,82
"While their kitchen food is delicious, their Sushi is out of this world.",kitchen food,positive,76,82
"While their kitchen food is delicious, their Sushi is out of this world.",Sushi,positive,76,82
Mizu is home to creative and unique rolls not to found anywhere else.,rolls,positive,76,82
"Not only is the cuisine the best around, the service has always been attentive and charming.",cuisine,positive,76,82
"Not only is the cuisine the best around, the service has always been attentive and charming.",service,positive,76,82
Warning: You may find it difficult to dine at other Japanese restaurants after a visit to Mizu!,Mizu,positive,76,82
"Thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up.",people,positive,76,82
"Thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up.",food,negative,76,82
"Thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up.",Thalia,positive,76,82
I ordered the smoked salmon and roe appetizer and it was off flavor.,smoked salmon and roe appetizer,negative,76,82
"The entree was bland and small, dessert was not inspired.",entree,negative,76,82
"The entree was bland and small, dessert was not inspired.",entree,negative,76,82
"The entree was bland and small, dessert was not inspired.",dessert,negative,76,82
I expected quite a bit more from such an expensive menu.,menu,negative,76,82
I expected quite a bit more from such an expensive menu.,menu,negative,76,82
"The view is spectacular, and the food is great.",view,positive,76,82
"The view is spectacular, and the food is great.",food,positive,76,82
Wonderful strawberry daiquiries as well!,strawberry daiquiries,positive,76,82
Authentic Taiwanese food that's cheap... what more could you ask for?,Taiwanese food,positive,76,82
Authentic Taiwanese food that's cheap... what more could you ask for?,Taiwanese food,positive,76,82
The cold appetizer dishes taste like the way I remember them to taste when I was growing up in Taiwan.,cold appetizer dishes,positive,76,82
delicious simple food in nice outdoor atmosphere.,food,positive,76,82
delicious simple food in nice outdoor atmosphere.,food,positive,76,82
delicious simple food in nice outdoor atmosphere.,outdoor atmosphere,positive,76,82
"Kind, attentive wait staff.",wait staff,positive,76,82
I really like both the scallops and the mahi mahi (on saffron risotto-yum!).,scallops,positive,76,82
I really like both the scallops and the mahi mahi (on saffron risotto-yum!).,mahi mahi (on saffron risotto,positive,76,82
My friend devoured her chicken and mashed potatos.,chicken and mashed potatos,positive,76,82
Delicious crab cakes too.,crab cakes,positive,76,82
"Even if the food wasn't this good, the garden is a great place to sit outside and relax.",garden,positive,76,82
"Even if the food wasn't this good, the garden is a great place to sit outside and relax.",food,positive,76,82
Great neighborhood joint.,joint,positive,76,82
This is a nice pizza place with good selection of thin crust pizza including the Basil slice.,selection of thin crust pizza,positive,76,82
This is a nice pizza place with good selection of thin crust pizza including the Basil slice.,selection of thin crust pizza,positive,76,82
This is a nice pizza place with good selection of thin crust pizza including the Basil slice.,pizza place,positive,76,82
This is a nice pizza place with good selection of thin crust pizza including the Basil slice.,Basil slice,positive,76,82
"Their calzones are horrific, bad, vomit-inducing, YUCK.",calzones,negative,76,82
The counter service is bad.,counter service,negative,76,82
NO PIZZA 33 for me!,PIZZA 33,negative,76,82
"The dosas are skimpy, unattractive and drip with grease, and personally I'd drink popcorn topping before I'd eat another one of these.",dosas,negative,76,82
"The dosas are skimpy, unattractive and drip with grease, and personally I'd drink popcorn topping before I'd eat another one of these.",dosas,negative,76,82
"The sandwiches are dry, tasteless and way overpriced.",sandwiches,negative,76,82
"The sandwiches are dry, tasteless and way overpriced.",sandwiches,negative,76,82
"Calling the place Hampton Chutney Co. does warn you that these folks offer more style than substance, but in this unattractive room with unhelpful clerks there was a dearth of the former too.",place,negative,76,82
"Calling the place Hampton Chutney Co. does warn you that these folks offer more style than substance, but in this unattractive room with unhelpful clerks there was a dearth of the former too.",room,negative,76,82
"Calling the place Hampton Chutney Co. does warn you that these folks offer more style than substance, but in this unattractive room with unhelpful clerks there was a dearth of the former too.",clerks,negative,76,82
"Seriously, this place kicks ass.",place,positive,76,82
"The atmosphere is unheralded, the service impecible, and the food magnificant.",atmosphere,positive,76,82
"The atmosphere is unheralded, the service impecible, and the food magnificant.",service,positive,76,82
"The atmosphere is unheralded, the service impecible, and the food magnificant.",food,positive,76,82
"Best Italian food I ever had (and being Italian, that means alot).",Italian food,positive,76,82
"This is such a lovely, peaceful place to eat outside.",place,positive,76,82
The restaurant looks out over beautiful green lawns to the Hudson River and the Statue of Liberty.,restaurant,positive,76,82
"The food is good, especially their more basic dishes, and the drinks are delicious.",food,positive,76,82
"The food is good, especially their more basic dishes, and the drinks are delicious.",basic dishes,positive,76,82
"The food is good, especially their more basic dishes, and the drinks are delicious.",drinks,positive,76,82
"This is a great place to take out-of-towners, and perfect for watching the sunset.",place,positive,76,82
Great sushi experience.,sushi,positive,76,82
Unique apppetizers.,apppetizers,positive,76,82
Try sushimi cucumber roll.,sushimi cucumber roll,positive,76,82
"Good spreads, great beverage selections and bagels really tasty.",spreads,positive,76,82
"Good spreads, great beverage selections and bagels really tasty.",beverage selections,positive,76,82
"Good spreads, great beverage selections and bagels really tasty.",bagels,positive,76,82
But who says Murray's is anything about service.,service,negative,76,82
The service is awful.,service,negative,76,82
This place is not worth the prices.,place,negative,76,82
This place is not worth the prices.,place,negative,76,82
Love Pizza 33..,Pizza 33,positive,76,82
I will be out with friends and all of a sudden I am hungry and I only crave one thing... their Pizza.,Pizza,positive,76,82
This tiny Williamsburg spot is always pleasantly surprising.,Williamsburg spot,positive,76,82
The pizza is delicious and the proprietor is one of the nicest in NYC.,pizza,positive,76,82
The pizza is delicious and the proprietor is one of the nicest in NYC.,proprietor,positive,76,82
The cream cheeses are out of this world and I love that coffee!!,cream cheeses,positive,76,82
The cream cheeses are out of this world and I love that coffee!!,coffee,positive,76,82
"Bagels are ok, but be sure not to make any special requests!",Bagels,neutral,76,82
I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,manager,negative,76,82
Be sure not to get anything other than bagels!..,bagels,positive,76,82
the turkey burgers are scary!,turkey burgers,negative,76,82
The soup for the udon was soy sauce and water.,soup for the udon,negative,76,82
The sushi was awful!,sushi,negative,76,82
The rice was poor quality and was cooked so badly it was hard.,rice,negative,76,82
"Furthermore, the rice had no seasoning, so the sushi was bland and disgusting.",rice,negative,76,82
"Furthermore, the rice had no seasoning, so the sushi was bland and disgusting.",sushi,negative,76,82
"The fish was adequate, but inexpertly sliced.",fish,negative,76,82
It is obvious that no one in the restaurant has any idea about or experience with Japanese cuisine.,Japanese cuisine,negative,76,82
"Good, fast service.",service,positive,76,82
Food is great and inexpensive.,Food,positive,76,82
Food is great and inexpensive.,Food,positive,76,82
The location is perfect.,location,positive,76,82
"Well, this place is so Ghetto its not even funny.",place,negative,76,82
If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.,bottle,negative,76,82
If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.,music,negative,76,82
Awsome Pizza especially the Margheritta slice.,Pizza,positive,76,82
Awsome Pizza especially the Margheritta slice.,Margheritta slice,positive,76,82
Great atmoshere and worth every bit.,atmoshere,positive,76,82
Winnie and her staff are the best crew you can find serving you.,staff,positive,76,82
Winnie and her staff are the best crew you can find serving you.,Winnie,positive,76,82
The food is reliable and the price is moderate.,food,positive,76,82
"For authentic Thai food, look no further than Toons.",Thai food,positive,76,82
"Try the Pad Thai, or sample anything on the appetizer menu...they're all delicious.",Pad Thai,positive,76,82
"Try the Pad Thai, or sample anything on the appetizer menu...they're all delicious.",appetizer menu,positive,76,82
Everything about this restaurant was special.,restaurant,positive,76,82
"The service was attentive, yet discreet.",service,positive,76,82
The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal.,brioche and lollies,positive,76,82
The place was quiet and delightful.,place,positive,76,82
Service was good and food is wonderful.,Service,positive,76,82
Service was good and food is wonderful.,food,positive,76,82
I did not try the caviar but I tried their salmon and crab salad (they are all good),salmon,positive,76,82
I did not try the caviar but I tried their salmon and crab salad (they are all good),crab salad,positive,76,82
It is definitely a good spot for snacks and chat.,spot,positive,76,82
"As a retired hipster, I can say with some degree of certainty that for the last year Lucky Strike has been the best laid-back late night in the city.",Lucky Strike,positive,76,82
"The wait staff is pleasant, fun, and for the most part gorgeous (in the wonderful aesthetic beautification way, not in that she's-way-cuter-than-me-that-b@#$* way).",wait staff,positive,76,82
"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.",food,positive,76,82
"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.",mussels in spicy tomato sauce,positive,76,82
"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.",fries,positive,76,82
"But the best part about LS is the late night atmosphere, delightfully free of the BTs.",late night atmosphere,positive,76,82
"You can get a completely delish martini in a glass (that's about 2 1/2 drinks) for $8.50 (I recommend the Vanilla Shanty, mmmm!) in a great homey setting with great music.",martini,positive,76,82
"You can get a completely delish martini in a glass (that's about 2 1/2 drinks) for $8.50 (I recommend the Vanilla Shanty, mmmm!) in a great homey setting with great music.",martini,positive,76,82
"You can get a completely delish martini in a glass (that's about 2 1/2 drinks) for $8.50 (I recommend the Vanilla Shanty, mmmm!) in a great homey setting with great music.",martini,positive,76,82
"You can get a completely delish martini in a glass (that's about 2 1/2 drinks) for $8.50 (I recommend the Vanilla Shanty, mmmm!) in a great homey setting with great music.",Vanilla Shanty,positive,76,82
"You can get a completely delish martini in a glass (that's about 2 1/2 drinks) for $8.50 (I recommend the Vanilla Shanty, mmmm!) in a great homey setting with great music.",setting,positive,76,82
"You can get a completely delish martini in a glass (that's about 2 1/2 drinks) for $8.50 (I recommend the Vanilla Shanty, mmmm!) in a great homey setting with great music.",music,positive,76,82
"The in-house lady DJ on Saturday nights has outrageously good taste in music, and moreover, takes requests.",in-house lady DJ,positive,76,82
You can't go wrong with this place.,place,positive,76,82
Suan is a great place that I often take my friends (classmates) too.,Suan,positive,76,82
"Its location is good and the fact that Hutner College is near and their prices are very reasonable, makes students go back to Suan again and again.",location,positive,76,82
"Its location is good and the fact that Hutner College is near and their prices are very reasonable, makes students go back to Suan again and again.",Suan,positive,76,82
I LOVE their Thai,Thai,positive,76,82
noodles with shrimp and chicken and coconut juice is the MUST!,noodles with shrimp and chicken and coconut juice,positive,76,82
I will go back to Suan soon!,Suan,positive,76,82
In summer-eat outside on a terrace (another great feature of Suan)!!!,terrace,positive,76,82
I cannot imagine a friendlier staff working in a restaurant.,staff,positive,76,82
I cannot imagine better Indian food in all of the city.,Indian food,positive,76,82
"During the course of the past 3 months, the chef and staff changed and it was not for the better.",chef,negative,76,82
"During the course of the past 3 months, the chef and staff changed and it was not for the better.",staff,negative,76,82
The food now is inconsistent.,food,negative,76,82
This is the kind of place you'd like to take all your friends to and still keep a secret.,place,positive,76,82
The setting is casual and romantic.,setting,positive,76,82
The food is excellent!,food,positive,76,82
"if you're daring, try the balsamic vinegar over icecream, it's wonderful!",balsamic vinegar over icecream,positive,76,82
"Do not get the Go Go Hamburgers, no matter what the reviews say.",Go Go Hamburgers,negative,76,82
"The rest of the dim sum, though pricey by Chinatown standards, is worth it.",dim sum,negative,76,82
"The rest of the dim sum, though pricey by Chinatown standards, is worth it.",dim sum,positive,76,82
"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.",wait,negative,76,82
"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.",atmosphere,negative,76,82
"A few tips: skip the turnip cake, roast pork buns and egg custards.",turnip cake,negative,76,82
"A few tips: skip the turnip cake, roast pork buns and egg custards.",roast pork buns,negative,76,82
"A few tips: skip the turnip cake, roast pork buns and egg custards.",egg custards,negative,76,82
The food was exceptional.,food,positive,76,82
"I choose to go with one of the special, the braised lamb shank in red wine, which was excellent.",braised lamb shank in red wine,positive,76,82
The service was friendly and the atmosphere was casual.,service,positive,76,82
The service was friendly and the atmosphere was casual.,atmosphere,neutral,76,82
The restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal,meal,positive,76,82
The restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal,restaurant,negative,76,82
this little place has a cute interior decor and affordable city prices.,interior decor,positive,76,82
this little place has a cute interior decor and affordable city prices.,place,positive,76,82
"the pad se ew chicken was delicious, however the pad thai was far too oily.",pad se ew chicken,positive,76,82
"the pad se ew chicken was delicious, however the pad thai was far too oily.",pad thai,negative,76,82
"Have eaten at Ginger House several times, and it's always good.",Ginger House,positive,76,82
The fried dumplings are GREAT!,fried dumplings,positive,76,82
Finally a reliable Chinese restaurant!,Chinese restaurant,positive,76,82
This place would be so much better served by being run by a group that actually understands customer service.,customer service,negative,76,82
"Terrible, terrible management - deserves to be shut-down.",management,negative,76,82
"delicious bagels, especially when right out of the oven.",bagels,positive,76,82
Spreads and toppings are great - though a bit pricey.,Spreads,positive,76,82
Spreads and toppings are great - though a bit pricey.,toppings,positive,76,82
Spreads and toppings are great - though a bit pricey.,Spreads,negative,76,82
Spreads and toppings are great - though a bit pricey.,toppings,negative,76,82
Service is fast and friendly.,Service,positive,76,82
"The food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, I thought it was just annoying.",food,negative,76,82
"The food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, I thought it was just annoying.",ambience,negative,76,82
"Rao is a good restaurant, but it's nothing special.",Rao,neutral,76,82
"But after last night, Spice Grill is the only place I'm eating indian cuisine.",indian cuisine,positive,76,82
You must try the shrimp appetizers.,shrimp appetizers,positive,76,82
This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,ambience,positive,76,82
This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,staff,positive,76,82
"Great food, great prices, great service.",food,positive,76,82
"Great food, great prices, great service.",service,positive,76,82
"If you are looking for a good quality, cheap eats - this is the place.",eats,positive,76,82
"If you are looking for a good quality, cheap eats - this is the place.",eats,positive,76,82
it's a perfect place to have a amanzing indian food.,indian food,positive,76,82
I really loved the different and inovated touch that's the cheff gives to the food.,cheff,positive,76,82
"also it's great to have dinner in a very romantic and confortable place, the service it's just perfect...they're so frendly that we never want to live the place!",place,positive,76,82
"also it's great to have dinner in a very romantic and confortable place, the service it's just perfect...they're so frendly that we never want to live the place!",service,positive,76,82
"Their bagels are fine, but they are a little overcooked, and not really a 'special' bagel experience.",bagels,negative,76,82
Great bagels made the old-fashioned way.,bagels,positive,76,82
Great bagels made the old-fashioned way.,bagels,positive,76,82
Drawbacks: service is slow and they don't toast!,service,negative,76,82
The food was absolutely amazing!!,food,positive,76,82
The baked clams octopus we shared as appetizers were the best we've ever had!!,baked clams octopus,positive,76,82
"The lamb was tender so full of flavor, the dessert was divine!!",lamb,positive,76,82
"The lamb was tender so full of flavor, the dessert was divine!!",dessert,positive,76,82
The waiter was attentive.,waiter,positive,76,82
The place itself is beautiful the bar scene seems to be happening.,place,positive,76,82
The place itself is beautiful the bar scene seems to be happening.,bar scene,positive,76,82
"Downtown Dinner 2002 - Prixe fix: Appetizers were ok, waiter gave me poor suggestion..try the potato stuff kanish best one.",Appetizers,neutral,76,82
"Downtown Dinner 2002 - Prixe fix: Appetizers were ok, waiter gave me poor suggestion..try the potato stuff kanish best one.",waiter,negative,76,82
"Downtown Dinner 2002 - Prixe fix: Appetizers were ok, waiter gave me poor suggestion..try the potato stuff kanish best one.",potato stuff kanish,positive,76,82
"Small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good.",salmon,negative,76,82
"Small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good.",chicken,positive,76,82
"Small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good.",servings for main entree,negative,76,82
Dessert is a joke...dont bother,Dessert,negative,76,82
"Volare virgins or weekly regulars, everyone gets treated the same and you can't ask for more than that when the service is this friendly.",service,positive,76,82
"The restaurant has a Family feel, not least with regard to the portions which are enormous; the veal alone could have single-handedly solved third world famine.",restaurant,positive,76,82
"The restaurant has a Family feel, not least with regard to the portions which are enormous; the veal alone could have single-handedly solved third world famine.",portions,positive,76,82
"The restaurant has a Family feel, not least with regard to the portions which are enormous; the veal alone could have single-handedly solved third world famine.",veal,positive,76,82
"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.",anti-pasta,positive,76,82
"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.",calamari,positive,76,82
"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.",pasta mains,positive,76,82
"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.",pasta mains,positive,76,82
The wine list is extensive and can easily hike up an otherwise reasonably priced meal.,wine list,positive,76,82
The wine list is extensive and can easily hike up an otherwise reasonably priced meal.,meal,positive,76,82
"Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...",measures of liquers,positive,76,82
Fantastic place.,place,positive,76,82
Lucky Strike is a great casual place to just grab a bite to eat.,Lucky Strike,positive,76,82
"Great food, great decor, great service.",food,positive,76,82
"Great food, great decor, great service.",decor,positive,76,82
"Great food, great decor, great service.",service,positive,76,82
"This is the perfect spot for meeting friends, having lunch, dinner, pre-theatre or after-theatre drinks!",spot,positive,76,82
(Always ask the bartender for the SEASONAL beer!!!,SEASONAL beer,positive,76,82
Excellent spot for holiday get togethers with co-workers or friends that you haven't seen in a while.,spot,positive,76,82
I have been doing all of the above at the Heartland Brewery for over 5 years now and I HAVE NEVER BEEN DISAPPOINTED!,Heartland Brewery,positive,76,82
What a great place!,place,positive,76,82
Not the typical NYC gimmick theme restaurant.,restaurant,positive,76,82
"A cool bar with great food, and tons of excellent beer.",bar,positive,76,82
"A cool bar with great food, and tons of excellent beer.",food,positive,76,82
"A cool bar with great food, and tons of excellent beer.",beer,positive,76,82
"A cool bar with great food, and tons of excellent beer.",beer,positive,76,82
The shrimp scampi was excellent and the antipasti were plentiful.,shrimp scampi,positive,76,82
The shrimp scampi was excellent and the antipasti were plentiful.,antipasti,positive,76,82
"If you venture off the island of Manhattan and can't seem to find a great Italian restaurant, drive to Corona.",Corona,positive,76,82
The only thing more wonderful than the food (which is exceptional) is the service.,food,positive,76,82
The only thing more wonderful than the food (which is exceptional) is the service.,service,positive,76,82
The only thing the waiters don't do for you is wipe your chin when you leave.,waiters,positive,76,82
Cozy romantic atomosphere with only around 15 tables at most.,atomosphere,positive,76,82
Service was very prompt but slightly rushed.,Service,positive,76,82
"Food was very good, but not what I would consider out of this world.",Food,neutral,76,82
Too bad the food wasn't of the same heritage.,food,negative,76,82
"The porcini mushroom pasta special was tasteless, so was the seafood tagliatelle.",porcini mushroom pasta special,negative,76,82
"The porcini mushroom pasta special was tasteless, so was the seafood tagliatelle.",seafood tagliatelle,negative,76,82
But that wasn't the icing on the cake: a tiramisu that resembled nothing I have ever had.,tiramisu,negative,76,82
I really liked this place.,place,positive,76,82
This place has the best Chinese style BBQ ribs in the city.,BBQ ribs,positive,76,82
This place has the best Chinese style BBQ ribs in the city.,BBQ ribs,positive,76,82
I also recommend the rice dishes or the different varieties of congee (rice porridge).,rice dishes,positive,76,82
I also recommend the rice dishes or the different varieties of congee (rice porridge).,congee (rice porridge),positive,76,82
It's definately not a place to go if you want to impress someone.,place,negative,76,82
"However, if you want great food at a great price and don't mind the decor, you can't beat this place.",food,positive,76,82
"However, if you want great food at a great price and don't mind the decor, you can't beat this place.",decor,neutral,76,82
"However, if you want great food at a great price and don't mind the decor, you can't beat this place.",food,positive,76,82
Quick and friendly service.,service,positive,76,82
"When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside.",main dining room,positive,76,82
"When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside.",ceiling,positive,76,82
"The food is wonderful, tasty and filling, and the service is professional and friendly.",food,positive,76,82
"The food is wonderful, tasty and filling, and the service is professional and friendly.",food,positive,76,82
